active_genotypes_max,active_genotypes_mean,active_genotypes_min,active_population_max,active_population_mean,active_population_min,births_max,births_mean,births_min,blocked_divisions_max,blocked_divisions_mean,blocked_divisions_min,condition,deaths_max,deaths_mean,deaths_min,energy_pool_max,energy_pool_mean,energy_pool_min,extinction_count,extinction_fraction,faults_max,faults_mean,faults_min,free_memory_max,free_memory_mean,free_memory_min,historical_genotypes_max,historical_genotypes_mean,historical_genotypes_min,instructions_executed_max,instructions_executed_mean,instructions_executed_min,local_resource_total_max,local_resource_total_mean,local_resource_total_min,max_generation_max,max_generation_mean,max_generation_min,max_population_max,max_population_mean,max_population_min,mean_local_neighbors_max,mean_local_neighbors_mean,mean_local_neighbors_min,mean_nearest_neighbor_distance_max,mean_nearest_neighbor_distance_mean,mean_nearest_neighbor_distance_min,memory_used_max,memory_used_mean,memory_used_min,movement_distance_max,movement_distance_mean,movement_distance_min,movement_nonzero_operations_max,movement_nonzero_operations_mean,movement_nonzero_operations_min,movement_operations_max,movement_operations_mean,movement_operations_min,movement_zero_step_operations_max,movement_zero_step_operations_mean,movement_zero_step_operations_min,run_count,waiting_for_energy_max,waiting_for_energy_mean,waiting_for_energy_min,waiting_for_memory_max,waiting_for_memory_mean,waiting_for_memory_min
5.0,2.033333333333333,1.0,31.0,15.9,7.0,221.0,110.4,38.0,31.0,14.8,7.0,movement-execution-off,202.0,106.5,43.0,0.0,0.0,0.0,0,0.0,18.0,7.233333333333333,0.0,388.0,245.6,4.0,24.0,10.333333333333334,3.0,20566.0,8053.866666666667,2647.0,37415.131818,33019.2453029,27240.790909,31.0,13.6,4.0,31.0,27.866666666666667,24.0,8.129032,1.0232405666666666,0.0,21.747068,10.058483633333333,4.969308,496.0,254.4,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,24.0,13.033333333333333,0.0,31.0,1.7666666666666666,0.0
5.0,2.033333333333333,1.0,31.0,15.9,7.0,221.0,110.63333333333334,38.0,31.0,14.8,7.0,movement-execution-on,202.0,106.73333333333333,43.0,0.0,0.0,0.0,0,0.0,18.0,7.4,0.0,388.0,245.6,4.0,24.0,10.5,3.0,20566.0,8090.233333333334,2655.0,37413.995455,33009.15530293333,27240.790909,31.0,13.833333333333334,4.0,31.0,27.966666666666665,24.0,8.129032,1.0350052666666667,0.0,21.747068,10.085057466666665,4.969308,496.0,254.4,112.0,1.0,0.2,0.0,1.0,0.2,0.0,75.0,8.566666666666666,0.0,75.0,8.366666666666667,0.0,30,24.0,13.033333333333333,0.0,31.0,1.7666666666666666,0.0
