active_genotypes_max,active_genotypes_mean,active_genotypes_min,active_population_max,active_population_mean,active_population_min,births_max,births_mean,births_min,blocked_divisions_max,blocked_divisions_mean,blocked_divisions_min,condition,deaths_max,deaths_mean,deaths_min,energy_pool_max,energy_pool_mean,energy_pool_min,extinction_count,extinction_fraction,faults_max,faults_mean,faults_min,free_memory_max,free_memory_mean,free_memory_min,historical_genotypes_max,historical_genotypes_mean,historical_genotypes_min,instructions_executed_max,instructions_executed_mean,instructions_executed_min,local_resource_maximum_max,local_resource_maximum_mean,local_resource_maximum_min,local_resource_total_max,local_resource_total_mean,local_resource_total_min,max_generation_max,max_generation_mean,max_generation_min,max_population_max,max_population_mean,max_population_min,mean_local_neighbors_max,mean_local_neighbors_mean,mean_local_neighbors_min,mean_nearest_neighbor_distance_max,mean_nearest_neighbor_distance_mean,mean_nearest_neighbor_distance_min,memory_used_max,memory_used_mean,memory_used_min,movement_distance_max,movement_distance_mean,movement_distance_min,movement_operations_max,movement_operations_mean,movement_operations_min,resource_allocation_cv_max,resource_allocation_cv_mean,resource_allocation_cv_min,resource_heterogeneity_cv_max,resource_heterogeneity_cv_mean,resource_heterogeneity_cv_min,run_count,waiting_for_energy_max,waiting_for_energy_mean,waiting_for_energy_min,waiting_for_memory_max,waiting_for_memory_mean,waiting_for_memory_min
2.0,1.125,1.0,31.0,15.25,10.0,101.0,43.5,21.0,31.0,14.875,10.0,sensing-execution-off,82.0,40.25,22.0,0.0,0.0,0.0,0,0.0,7.0,1.875,0.0,340.0,256.0,4.0,8.0,3.375,1.0,7285.0,3354.75,2088.0,772.727273,772.727273,772.727273,14875.0,13963.132954625,11425.363636,15.0,8.0,2.0,31.0,26.0,24.0,2.774194,0.52973425,0.0,16.851347,11.834194625,5.668855,496.0,244.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668043,0.668043,0.668043,0.923839,0.846741,0.805108,8,16.0,11.0,0.0,31.0,3.875,0.0
2.0,1.125,1.0,31.0,15.375,11.0,101.0,43.875,21.0,31.0,14.75,9.0,sensing-execution-on,82.0,40.5,22.0,0.0,0.0,0.0,0,0.0,7.0,1.75,0.0,324.0,254.0,4.0,8.0,3.375,1.0,7285.0,3419.375,2088.0,772.727273,772.727273,772.727273,14875.0,13947.934091,11425.363636,14.0,7.75,2.0,31.0,26.0,24.0,2.774194,0.5524615,0.0,15.387144,11.559555375,5.668855,496.0,246.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668043,0.668043,0.668043,0.923839,0.848053125,0.810411,8,16.0,10.875,0.0,31.0,3.875,0.0
