section,parameter,value,control,seed,config_hash,engine_version,measurement_version,tick,active_population,births,deaths,max_population,active_genotypes,historical_genotypes,active_lineages,lineage_count,genotype_count,mutation_events,max_generation,instructions_executed,faults,blocked_divisions,waiting_for_memory,waiting_for_energy,energy_pool,memory_used,free_memory,energy_balance_error,death_reasons,ledger,result_checksum
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,9,05aaa0c6c0908e16,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",741f58c5ae61d7ae70a6e4eb4a0b1dac2382cec5dfa2f10e27d180af56f5a4f6
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,10,75fec63a3b6811a6,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2267,2,31,31,0,0.0,496,4,-9.6e-09,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21061.85, ""energy_execution"": 113.35, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 61.85, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",c7aef2c7101d75c442394ef35d0243c9ed772c3031e87617f1b56333559a8d72
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,11,1297d4a44e7b8c83,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",eda5c62dc60819bc97352f62d6b5cdb31b6e4d694a02cbbfb5c666e1352daf2f
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,12,337b6261496d76f2,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",1ce53d9fc1b25d526c15a002b16a9b25ba891260c9f0b1755bbe3a4ae8596ab5
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,13,a48e00f6f2814a21,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,2,4,2,3,4,3,2,2187,2,30,30,0,0.0,496,4,-9.6e-09,"{""vm_fault:division_without_complete_copy"": 2}","{""energy_captured"": 21049.1, ""energy_execution"": 109.35, ""energy_input"": 20000.0, ""energy_maintenance"": 12173.6, ""energy_released_on_death"": 49.1, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",cdc96dc105003bdc837ea27b7606a6cd9cd9b45de81d1e4f2c9b01d747eabc15
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,14,d96fe4550f08faa1,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2194,2,31,31,0,0.0,496,4,-9.6e-09,"{""vm_fault:invalid_register:7"": 2}","{""energy_captured"": 21025.1, ""energy_execution"": 109.7, ""energy_input"": 20000.0, ""energy_maintenance"": 12174.4, ""energy_released_on_death"": 25.1, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",eb3fac2b0b315a44c251aaa31fa753b026ef079bdd7ce4bd07fad8b32727ceb7
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,15,de41a9f2df784159,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,1,4,1,3,4,3,2,2276,3,31,31,0,0.0,496,4,-9.6e-09,"{""vm_fault:invalid_program_address:8"": 1, ""vm_fault:invalid_register:7"": 2}","{""energy_captured"": 21046.9, ""energy_execution"": 113.8, ""energy_input"": 20000.0, ""energy_maintenance"": 12174.4, ""energy_released_on_death"": 46.9, ""energy_reproduction_cost"": 264.0, ""energy_transferred_to_offspring"": 176.0}",606e0e8811acb5e1ee7b819aa4788098c1604bbea81d82e8786a6ad9f7cb4068
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,16,5a23e41f9f981690,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,4016,0,30,30,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 200.8, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",28b9dd8c421a265b75847edd847e47a8925076c41fae85b2fec5059f8f92a12e
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,17,6f8ca3fdd1902d90,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,1,2,3,2,2,2111,1,30,30,0,0.0,496,4,-9.6e-09,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21014.05, ""energy_execution"": 105.55, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 14.05, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",2548ba93b461a2c872e3d47141a89ac92b58713c45446628c0f5395d50babd69
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,18,1dd6af274bc1efc5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,2065,0,30,30,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 103.25, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",db92730ed1fc5d6cb5e58ff5723583a03a393a4eccee47acd0ce1613c24df4e3
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,19,dcca590aefe8d856,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,4016,0,30,30,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 200.8, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",a586ed5646ec6a700ff6e47053cada8b2def4dda33410abe24920593cd523c0c
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,20,6e9e03a997e90f1c,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2233,2,31,31,0,0.0,496,4,-9.6e-09,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_program_address:248"": 1}","{""energy_captured"": 21054.35, ""energy_execution"": 111.65, ""energy_input"": 20000.0, ""energy_maintenance"": 12174.8, ""energy_released_on_death"": 54.35, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",d9fdada82adbba3056fea2d32b5a3380631c9dc62d9b9866e6fcad1cff0531cc
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,21,d55fc56344c55a9e,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,3,5,3,4,5,4,2,4025,2,29,29,0,0.0,496,4,-9.6e-09,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21027.35, ""energy_execution"": 201.25, ""energy_input"": 20000.0, ""energy_maintenance"": 12174.4, ""energy_released_on_death"": 27.35, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",0cc5cecb9bcad7b8586f8b65ca8a2915d17b915110509d4ab67603bf73bd8129
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,22,68e19af8ff893e78,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",432436965bc12f126339b169a8595b43abb314953ed5e286bd4ee6bb9d4bd3a3
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,23,d0f5cdfdc9e743c7,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,2100,0,31,31,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",d4c7a817578afe644df53c673fbc3394c8464cc445175a4ce989fd7ad3d61e75
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,24,c8b907ec1922addf,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",7b8a7041cdc35f3e83e18ca00f9d48ba73fcb53179027fd9b20c1488748c165d
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,25,c348285dcdc9870c,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2267,2,31,31,0,0.0,496,4,-9.6e-09,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21064.85, ""energy_execution"": 113.35, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 64.85, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",d1be0767ce1f11f4c0ec8a9df2c28d34873cbf82fafe3f1bb11c236a491b0753
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,26,320f6b6f311c553a,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",c848111100c5d56d99f62f76db2320a582b84bf25d51679a8ccce31d7a1a30e5
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,27,78f09f6cb8cb6ec0,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,2100,0,30,30,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",5f720e92b3f8690ab7c116b9c6c35131a1106887ce9b68ababd6fd6d2be5169a
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,28,e0daf04a57ddb8d5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,3,2183,1,31,31,0,0.0,496,4,-9.6e-09,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21021.55, ""energy_execution"": 109.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 21.55, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",fced879199e65cfc23bb9c2a172d0d280fdc110036634568e9467eba5372dff4
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,29,2e844deaf5a69519,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,4016,0,30,30,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 200.8, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",fc1c9ae717444692dde316aaf6b3982fb0823a45682d6bf8679bfd0e4c291f03
sensitivity,execution.instructions_per_tick,1,execution.instructions_per_tick=1,30,87b3021d13ae4d08,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-9.6e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12181.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",a3e80ef4e24a23558799248864888d36a7cfde95bb7a0605792220f77de865d5
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,1,7d6516f717c33885,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,1,4,1,3,4,3,2,2313,3,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:8"": 2}","{""energy_captured"": 21030.05, ""energy_execution"": 115.65, ""energy_input"": 20000.0, ""energy_maintenance"": 12346.2, ""energy_released_on_death"": 30.05, ""energy_reproduction_cost"": 264.0, ""energy_transferred_to_offspring"": 176.0}",77ce431d1686a9cb43dd503952991a778d28213bfbd5adbe56d8b4820a3a4b02
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,2,e42bf3936a091ecc,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,2,4,1,3,4,3,2,2232,2,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 2}","{""energy_captured"": 21019.2, ""energy_execution"": 111.6, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 19.2, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",230f21002a38935215882746819995b244746f5629c45bd4ea946b4f777eec87
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,3,0dc1464b063c732c,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,3462,0,31,31,0,0.0,496,4,-1.02e-08,"{""energy_exhausted_maintenance"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 173.1, ""energy_input"": 20000.0, ""energy_maintenance"": 12351.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",5bf01132d9f6f3a1f487fc8339b262a4fab0b84e6fc07ffbb2f15c305cf9e3e2
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,4,6d37390f4cf389c3,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.02e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",6641978f65152a7e143ab7bb3f1d624330f0164d9a831f8818ea2645bd0824aa
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,5,2f24b36eab269c10,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.02e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",9d2ea2309aa0a7dcf06cdb3d8d8972ff98286ddb51fed5dc6e3974ce73c28af4
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,6,16a81a341d274537,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2149,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.45, ""energy_execution"": 107.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 8.45, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",b818e075ae67553041d654c3de223ee190a2aa493839f13774c03e44b5c1e710
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,7,36ad6da380056418,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2149,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.45, ""energy_execution"": 107.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12348.6, ""energy_released_on_death"": 8.45, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",45e89c41fd1413a8af84b8ee9b19b0e7eec8f11e0966277af193ed93fa6217c3
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,8,e06f904adf74a3d2,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,3,4,2,3,4,3,2,3157,0,30,30,0,0.0,496,4,-1.02e-08,"{""energy_exhausted_execution"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 157.65, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",a4b791f7c0893a733268929c91eb581ecdd2dfd10a5b37631c9e450aba208a7e
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,9,1ae1f50134bf085d,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,3109,1,31,31,0,0.0,496,4,-1.02e-08,"{""energy_exhausted_maintenance"": 1, ""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21008.55, ""energy_execution"": 155.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12348.4, ""energy_released_on_death"": 8.55, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",332b929fb15610e09b2801596ec7bfa9a3736e53460d3cc4d2a6aecbf74d52c5
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,10,a791c95105f7560e,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2142,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:invalid_register:8"": 1}","{""energy_captured"": 21008.8, ""energy_execution"": 107.1, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 8.8, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",d8d767ae6ef78e057a50efe8c19e3eaaf9d39a822200da62e85b463ca3d8d97f
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,11,0198bf9d5210f796,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.02e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",62bc4ab9cf65adffd87ad89669b12756076a3bda4333b804f54209d073eda58c
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,12,2e3f6d80a2a8240a,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,1,2,3,2,2,2183,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21010.75, ""energy_execution"": 109.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12349.6, ""energy_released_on_death"": 10.75, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",523d7669427640fdb9ba8d8a2ca36ececc76fe731b9497d66fda54c7b8e58d35
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,13,1e7a16db551e1de5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,23,4,31,1,5,1,4,5,4,2,2343,4,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 2, ""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_register:8"": 1}","{""energy_captured"": 21037.85, ""energy_execution"": 117.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12342.4, ""energy_released_on_death"": 37.85, ""energy_reproduction_cost"": 276.0, ""energy_transferred_to_offspring"": 184.0}",4ef4da1efc78acf517e30d70996a73d3c18aabbaf40d935de799c8e13d4eabfe
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,14,3b9d67cff39b49a5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2226,2,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_memory_address:8"": 1}","{""energy_captured"": 21019.5, ""energy_execution"": 111.3, ""energy_input"": 20000.0, ""energy_maintenance"": 12346.2, ""energy_released_on_death"": 19.5, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",250ef430f7b1772cb03f33ea1975f68fd45f8f4c657965b3a758dbda6992a271
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,15,3e9b9824608e1ac0,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,1,4,1,3,4,3,2,2276,3,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:248"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21027.9, ""energy_execution"": 113.8, ""energy_input"": 20000.0, ""energy_maintenance"": 12342.8, ""energy_released_on_death"": 27.9, ""energy_reproduction_cost"": 264.0, ""energy_transferred_to_offspring"": 176.0}",f87379af34c82efed95917bf725ab6672a4381243474bfd1ea984211fc9dd367
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,16,0b819d44294e1c09,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.02e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",7b5126d968b3b34c6f16afe91d25f7989bc7b06fdf3f335d81d4906cdb316424
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,17,b2f5e47fcced7441,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,3614,0,31,31,0,0.0,496,4,-1.02e-08,"{""energy_exhausted_execution"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 180.3, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",937d55afa561a517599e5a665e2c6a9ae28462843656172ae9adb8e9e3cf3246
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,18,00503b7ec207c861,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,2,2,1,1,2,1,2,2100,0,30,30,0,0.0,496,4,-1.02e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",25cd5755aa3db242986227e2a72f9945856ad43c22dac02d8ca34893644ab883
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,19,4ad7c4ce55fba492,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2268,2,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21021.4, ""energy_execution"": 113.4, ""energy_input"": 20000.0, ""energy_maintenance"": 12349.6, ""energy_released_on_death"": 21.4, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",dcc31d8086a1f48e17054e62dc201f354df689d5a1478ec6f24afb78bb1e260f
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,20,7459e1b194d0a7f9,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,1,4,1,3,4,3,2,2280,3,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:8"": 1, ""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21027.7, ""energy_execution"": 114.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12346.2, ""energy_released_on_death"": 27.7, ""energy_reproduction_cost"": 264.0, ""energy_transferred_to_offspring"": 176.0}",e411e80f5b788490d5ca6606e1785e3183be917384af019c6806284e1fa721f7
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,21,6ac916025e145a5d,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2149,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:invalid_program_address:255"": 1}","{""energy_captured"": 21008.45, ""energy_execution"": 107.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12352.0, ""energy_released_on_death"": 8.45, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",96e43f53317c9fa4570f56c4ba013bf722767e6ba32f41850301caf1c85fedd6
sensitivity,execution.instructions_per_tick,8,execution.instructions_per_tick=8,22,d502fb069a160b2a,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2148,1,31,31,0,0.0,496,4,-1.02e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.5, ""energy_execution"": 107.4, ""energy_input"": 20000.0, ""energy_maintenance"": 12348.6, ""energy_released_on_death"": 8.5, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",358bb23363dc3fde4d75ec16eb806c8575e53a264fcbeb1e70a99fe0f19c887c
