active_genotypes_max,active_genotypes_mean,active_genotypes_min,active_population_max,active_population_mean,active_population_min,births_max,births_mean,births_min,blocked_divisions_max,blocked_divisions_mean,blocked_divisions_min,condition,deaths_max,deaths_mean,deaths_min,energy_pool_max,energy_pool_mean,energy_pool_min,extinction_count,extinction_fraction,faults_max,faults_mean,faults_min,free_memory_max,free_memory_mean,free_memory_min,historical_genotypes_max,historical_genotypes_mean,historical_genotypes_min,instructions_executed_max,instructions_executed_mean,instructions_executed_min,local_resource_maximum_max,local_resource_maximum_mean,local_resource_maximum_min,local_resource_total_max,local_resource_total_mean,local_resource_total_min,max_generation_max,max_generation_mean,max_generation_min,max_population_max,max_population_mean,max_population_min,mean_local_neighbors_max,mean_local_neighbors_mean,mean_local_neighbors_min,mean_nearest_neighbor_distance_max,mean_nearest_neighbor_distance_mean,mean_nearest_neighbor_distance_min,memory_used_max,memory_used_mean,memory_used_min,movement_distance_max,movement_distance_mean,movement_distance_min,movement_nonzero_operations_max,movement_nonzero_operations_mean,movement_nonzero_operations_min,movement_operations_max,movement_operations_mean,movement_operations_min,movement_step_mutation_rate_max,movement_step_mutation_rate_mean,movement_step_mutation_rate_min,movement_uncommitted_distance_max,movement_uncommitted_distance_mean,movement_uncommitted_distance_min,movement_uncommitted_execution_energy_batches_max,movement_uncommitted_execution_energy_batches_mean,movement_uncommitted_execution_energy_batches_min,movement_uncommitted_movement_energy_batches_max,movement_uncommitted_movement_energy_batches_mean,movement_uncommitted_movement_energy_batches_min,movement_uncommitted_nonzero_operations_max,movement_uncommitted_nonzero_operations_mean,movement_uncommitted_nonzero_operations_min,movement_uncommitted_operations_max,movement_uncommitted_operations_mean,movement_uncommitted_operations_min,movement_zero_step_operations_max,movement_zero_step_operations_mean,movement_zero_step_operations_min,resource_allocation_cv_max,resource_allocation_cv_mean,resource_allocation_cv_min,resource_heterogeneity_cv_max,resource_heterogeneity_cv_mean,resource_heterogeneity_cv_min,run_count,waiting_for_energy_max,waiting_for_energy_mean,waiting_for_energy_min,waiting_for_memory_max,waiting_for_memory_mean,waiting_for_memory_min
5.0,2.033333333333333,1.0,31.0,18.133333333333333,7.0,212.0,111.13333333333334,38.0,31.0,16.7,7.0,sensing-execution-off-movement-on,206.0,105.0,43.0,0.0,0.0,0.0,0,0.0,15.0,7.433333333333334,2.0,388.0,209.86666666666667,4.0,18.0,10.433333333333334,4.0,19977.0,8426.266666666666,2647.0,1870.536364,1864.3453034000001,1863.636364,37415.131818,32871.791212033335,26436.022727,34.0,14.566666666666666,4.0,31.0,28.266666666666666,24.0,9.032258,2.0854045666666665,0.0,22.256981,9.344901633333333,3.465714,496.0,290.1333333333333,112.0,43.0,4.6,0.0,43.0,4.6,0.0,44.0,5.6,0.0,0.5,0.5,0.5,7.0,0.3,0.0,6.0,0.26666666666666666,0.0,1.0,0.03333333333333333,0.0,7.0,0.3,0.0,7.0,0.3,0.0,8.0,1.0,0.0,0.668043,0.668043,0.668043,0.97195,0.8455999333333334,0.690483,30,26.0,12.633333333333333,0.0,31.0,4.066666666666666,0.0
5.0,2.033333333333333,1.0,31.0,16.433333333333334,7.0,212.0,111.06666666666666,38.0,27.0,14.8,7.0,sensing-execution-on-movement-on,206.0,106.63333333333334,43.0,0.0,0.0,0.0,0,0.0,21.0,7.733333333333333,2.0,388.0,237.06666666666666,4.0,28.0,10.833333333333334,4.0,19977.0,8399.0,2647.0,1870.536364,1864.3433337,1863.636364,37415.131818,33084.185303,28161.959091,34.0,14.933333333333334,4.0,31.0,28.1,24.0,9.032258,1.5018397,0.0,22.256981,10.0238803,4.097036,496.0,262.93333333333334,112.0,47.0,4.133333333333334,0.0,47.0,4.133333333333334,0.0,48.0,5.166666666666667,0.0,0.5,0.5,0.5,7.0,0.36666666666666664,0.0,6.0,0.3,0.0,1.0,0.06666666666666667,0.0,7.0,0.36666666666666664,0.0,7.0,0.36666666666666664,0.0,8.0,1.0333333333333334,0.0,0.668043,0.668043,0.668043,0.941653,0.8470642666666667,0.758962,30,24.0,12.9,0.0,27.0,1.9,0.0
