active_genotypes_max,active_genotypes_mean,active_genotypes_min,active_population_max,active_population_mean,active_population_min,births_max,births_mean,births_min,blocked_divisions_max,blocked_divisions_mean,blocked_divisions_min,condition,deaths_max,deaths_mean,deaths_min,energy_pool_max,energy_pool_mean,energy_pool_min,extinction_count,extinction_fraction,faults_max,faults_mean,faults_min,free_memory_max,free_memory_mean,free_memory_min,historical_genotypes_max,historical_genotypes_mean,historical_genotypes_min,instructions_executed_max,instructions_executed_mean,instructions_executed_min,local_resource_maximum_max,local_resource_maximum_mean,local_resource_maximum_min,local_resource_total_max,local_resource_total_mean,local_resource_total_min,max_generation_max,max_generation_mean,max_generation_min,max_population_max,max_population_mean,max_population_min,mean_local_neighbors_max,mean_local_neighbors_mean,mean_local_neighbors_min,mean_nearest_neighbor_distance_max,mean_nearest_neighbor_distance_mean,mean_nearest_neighbor_distance_min,memory_used_max,memory_used_mean,memory_used_min,movement_distance_max,movement_distance_mean,movement_distance_min,movement_nonzero_operations_max,movement_nonzero_operations_mean,movement_nonzero_operations_min,movement_operations_max,movement_operations_mean,movement_operations_min,movement_zero_step_operations_max,movement_zero_step_operations_mean,movement_zero_step_operations_min,resource_allocation_cv_max,resource_allocation_cv_mean,resource_allocation_cv_min,resource_heterogeneity_cv_max,resource_heterogeneity_cv_mean,resource_heterogeneity_cv_min,run_count,waiting_for_energy_max,waiting_for_energy_mean,waiting_for_energy_min,waiting_for_memory_max,waiting_for_memory_mean,waiting_for_memory_min
2.0,1.125,1.0,31.0,15.0,10.0,88.0,40.5,22.0,31.0,14.5,10.0,movement-execution-off,69.0,37.5,23.0,0.0,0.0,0.0,0,0.0,9.0,2.625,0.0,340.0,260.0,4.0,13.0,4.625,1.0,7029.0,3278.25,1947.0,772.727273,772.727273,772.727273,14875.0,14008.2261365,11672.427273,14.0,6.25,2.0,31.0,26.0,24.0,5.225806,0.8712253750000001,0.0,15.387144,11.548077625,4.780046,496.0,240.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668043,0.668043,0.668043,0.910677,0.841461,0.780111,8,15.0,10.625,0.0,31.0,3.875,0.0
2.0,1.125,1.0,31.0,15.0,10.0,88.0,40.5,22.0,31.0,14.5,10.0,movement-execution-on,69.0,37.5,23.0,0.0,0.0,0.0,0,0.0,9.0,2.625,0.0,340.0,260.0,4.0,13.0,4.625,1.0,7029.0,3277.25,1947.0,772.727273,772.727273,772.727273,14875.0,14008.2261365,11672.427273,14.0,6.25,2.0,31.0,26.0,24.0,5.225806,0.8712253750000001,0.0,15.387144,11.548077625,4.780046,496.0,240.0,160.0,1.0,0.125,0.0,1.0,0.125,0.0,72.0,11.375,0.0,72.0,11.25,0.0,0.668043,0.668043,0.668043,0.910677,0.841461,0.780111,8,15.0,10.625,0.0,31.0,3.875,0.0
