active_genotypes_max,active_genotypes_mean,active_genotypes_min,active_population_max,active_population_mean,active_population_min,births_max,births_mean,births_min,blocked_divisions_max,blocked_divisions_mean,blocked_divisions_min,condition,deaths_max,deaths_mean,deaths_min,energy_pool_max,energy_pool_mean,energy_pool_min,extinction_count,extinction_fraction,faults_max,faults_mean,faults_min,free_memory_max,free_memory_mean,free_memory_min,historical_genotypes_max,historical_genotypes_mean,historical_genotypes_min,instructions_executed_max,instructions_executed_mean,instructions_executed_min,local_resource_maximum_max,local_resource_maximum_mean,local_resource_maximum_min,local_resource_total_max,local_resource_total_mean,local_resource_total_min,max_generation_max,max_generation_mean,max_generation_min,max_population_max,max_population_mean,max_population_min,mean_local_neighbors_max,mean_local_neighbors_mean,mean_local_neighbors_min,mean_nearest_neighbor_distance_max,mean_nearest_neighbor_distance_mean,mean_nearest_neighbor_distance_min,memory_used_max,memory_used_mean,memory_used_min,movement_distance_max,movement_distance_mean,movement_distance_min,movement_operations_max,movement_operations_mean,movement_operations_min,resource_allocation_cv_max,resource_allocation_cv_mean,resource_allocation_cv_min,resource_heterogeneity_cv_max,resource_heterogeneity_cv_mean,resource_heterogeneity_cv_min,run_count,waiting_for_energy_max,waiting_for_energy_mean,waiting_for_energy_min,waiting_for_memory_max,waiting_for_memory_mean,waiting_for_memory_min
5.0,1.9666666666666666,1.0,31.0,17.666666666666668,7.0,233.0,110.13333333333334,38.0,31.0,16.466666666666665,7.0,sensing-execution-off,223.0,104.46666666666667,43.0,0.0,0.0,0.0,0,0.0,14.0,6.766666666666667,0.0,388.0,217.33333333333334,4.0,18.0,9.266666666666667,2.0,20059.0,7935.733333333334,2647.0,1863.636364,1863.6363640000002,1863.636364,37415.131818,32829.4607575,26560.25,30.0,14.766666666666667,4.0,31.0,27.6,24.0,9.290323,1.7465403,0.0,21.747068,9.466972933333333,2.861306,496.0,282.6666666666667,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668043,0.668043,0.668043,0.959225,0.8599739333333333,0.75575,30,24.0,12.366666666666667,0.0,31.0,4.1,0.0
5.0,1.9333333333333333,1.0,31.0,17.9,7.0,233.0,108.83333333333333,38.0,31.0,16.766666666666666,7.0,sensing-execution-on,223.0,102.93333333333334,43.0,0.0,0.0,0.0,0,0.0,14.0,6.2,0.0,388.0,213.6,4.0,16.0,8.766666666666667,2.0,20059.0,7872.933333333333,2647.0,1863.636364,1863.6363640000002,1863.636364,37415.131818,32861.91984843333,26568.886364,32.0,14.866666666666667,4.0,31.0,27.7,24.0,9.290323,1.8494659333333334,0.0,21.747068,9.436922666666668,2.84896,496.0,286.4,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668043,0.668043,0.668043,0.909162,0.8547074333333333,0.75575,30,24.0,11.633333333333333,0.0,31.0,5.133333333333334,0.0
